fontTitleLarge,google-symbols,bYkqId,wNNZR,hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),doJOZc,W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,Jn12ke src,ah5Ghc,ah5Ghc (2),ah5Ghc (3),W4Efsd (7),ah5Ghc (4),ah5Ghc (5),ah5Ghc (6),ah5Ghc (7)
,,,,https://www.google.com/maps/place/%E5%90%8C%E5%AE%8935%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a91bd0caf6d1:0x7a0edecc726f7786!8m2!3d25.0588525!4d121.5008182!16s%2Fg%2F11c0qh0mtd!19sChIJ0fbK0BupQjQRhndvcszeDno?authuser=0&hl=zh-TW&rclk=1,同安35公園,4.2,(835),公園,·,,·,文化南路& 福德南路,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCZDC1017qCyp_hlrKHKE_XvF8D1MGTkncWcO8W7M2SpC6D8DeksxwNyAqi0f30Iu-56J4muQDevpJ6aqRVrLP_9m38Lv-6E4uvYcRrDSB9_-IkgJGflkAaF6BoeCbIic21XYu=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有擺盪大索；森林轉盤；彩虹�",�滑,"梯還有好多運動設施。""",,,,,
,,,,https://www.google.com/maps/place/%E5%9C%B0%E7%90%83%E6%97%85%E8%A1%8C%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442a9513642f7ab:0xeb93dba60fc229c4!8m2!3d25.0699492!4d121.5308227!16s%2Fg%2F11rn4jhrwn!19sChIJq_dCNlGpQjQRxCnCD6bbk-s?authuser=0&hl=zh-TW&rclk=1,地球旅行遊戲場,4.7,(165),遊樂場,·,,·,新生北路三段105號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0wTLB5lrmLaEG-IrtGdqZx4Xa0BxNkxNnsgdOOiNRnuR9y5CKLWeCQu-dHNL7fDjrJ-NuUr6aTu201KXEOLDyZ1tl1oacaUunWMiuHonN0ksdBKIO4CxRdtXMaUecrxoq7Mkasw=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""好好玩的兒童遊戲場，攀爬網繩好刺激，鐵",滑梯,"看起來很快其實不然。""",,,,,
,,,,https://www.google.com/maps/place/%E5%A4%A7%E6%B8%AF%E5%A2%98%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ac7b371dda0f:0x6bd74b84d78cdbb7!8m2!3d25.0775391!4d121.5732083!16s%2Fg%2F11fxz96mz3!19sChIJD9odN3usQjQRt9uM14RL12s?authuser=0&hl=zh-TW&rclk=1,大港墘公園,4.4,"(1,864)",公園,·,,·,瑞光路391號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGn3vWcWvjykbq11EJxight53CmUCGjh8DnWthwDYTEp0IvFNpHUgrDQZYwNm7BX8d1qc1OyjcKABlJqlJDExAb0aV9yzUOI1UN3xB7ufv0vJxZKpOfBEQub6-U4RB7T1ih1Bg=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""廣大",公園,"適合滑板車、跑跳、踢球、飛盤、風箏等遊戲，遊具有趣適合各年紀的孩子""",林蔭步道和兒童遊樂設施,,,,
,,,,https://www.google.com/maps/place/%E6%A8%B9%E5%BE%B7%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E5%85%92%E7%AB%A5%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442a947a749e599:0xf0a82018186394e8!8m2!3d25.0669988!4d121.5162361!16s%2Fg%2F11gfg_gvnt!19sChIJmeVJp0epQjQR6JRjGBggqPA?authuser=0&hl=zh-TW&rclk=1,樹德公園共融式兒童遊戲場,4.0,(75),遊樂場,·,,·,大龍街129號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUd0ptd618ikJY59ag0dF6nC40WjG53eGhBcGzu6chwKnPgRnlbG56u84ehh99pn4mOuAC4rbQJCGXikdj0aOLl3GhDWOP0CHXm7tbpoTwlyqt5Gnm3e2inP92lTdkR1hx5VMG=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""也會有人在旁抽菸，可惜了一個好",公園,"。""",,,,,
,,,,https://www.google.com/maps/place/%E7%8E%89%E6%88%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab6e51bb92c3:0x1be07e454051552a!8m2!3d25.0425634!4d121.5848487!16s%2Fg%2F119wkhtps!19sChIJw5K7UW6rQjQRKlVRQEV-4Bs?authuser=0&hl=zh-TW&rclk=1,玉成公園,4.2,"(3,325)",公園,·,,·,中坡南路55號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIk16zMFMR43Lx2tvRiUOtk2lUyo4k8b0412MhWOc4orh8lOwt3eYDQKIKW8UNj0JQCwbuA6GQ-fHyRJG-stfkSftjKYvtKowzUDte8twNQ60a1QYw9RklB8_fJRInxRmZ20pp=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有漂漂河及滑水道遊樂設施，好玩，整潔度可再提升""",,,網球場與戶外泳池,,,,
,,,,https://www.google.com/maps/place/%E6%98%8E%E7%BE%8E%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab7e5eee1c09:0x1b890fde21f019e9!8m2!3d25.0610936!4d121.58672!16s%2Fg%2F11b700vg20!19sChIJCRzuXn6rQjQR6RnwId4PiRs?authuser=0&hl=zh-TW&rclk=1,明美公園,4.3,(810),公園,·,,·,南京東路六段,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygioFEZ0r-gEY7J4HXJLjQhOH1eDcNfeCJGv8t6RLeJv46kgPXjL2a8hnCDmfG5CDHwnNdrqWdwu8_bdXG2EYOmuSkGnxZctNAfK8lcnNJMOW4PPRf7qSz10eNbmfQ7zG_PZTsCA=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""內湖住宅區內的精華",公園,，有,,公園,雙寶盪鞦韆&,溜滑梯,"就贏一半。"""
,,,,https://www.google.com/maps/place/%E8%8F%AF%E5%B1%B1%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a96e393ba95d:0x5fc60ed5ae832ed5!8m2!3d25.0481838!4d121.5220179!16s%2Fg%2F1tjdtm16!19sChIJXak7OW6pQjQR1S6DrtUOxl8?authuser=0&hl=zh-TW&rclk=1,華山公園,4.2,(676),公園,·,,·,市民大道,24 小時營業,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""恰巧路過一個超好玩的滑索，很刺激！""",,,草坪、籃球場和新奇有趣的遊樂設施,,,,
,,,,https://www.google.com/maps/place/%E5%A4%A7%E6%B8%AF%E5%A2%98%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442ad5d0beb54ff:0xabb69ca2554a022a!8m2!3d25.0782154!4d121.5736264!16s%2Fg%2F11g07spjxp!19sChIJ_1TrC12tQjQRKgJKVaKctqs?authuser=0&hl=zh-TW&rclk=1,大港墘公園共融式遊戲場,4.6,(208),遊樂場,·,,·,瑞光路391號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpfTN7SeKob_gN1RIlaswlDCtqB8xmvajQ7I1RNfa8XgUdUeoLvjyNSOiFzgI9qKOxlNPbMxSYXmzGQ4PY8szF37-l_w8_LzDYAuNnf2RDrYHElsodHuHDaR9JYhSpu2OeVGNm9Q=w80-h98-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""孩子們每週末（假日)的必定行程😅""",,,,,,,
,,,,https://www.google.com/maps/place/%E5%AF%8C%E8%B2%B4%E7%B6%A0%E5%9C%B0%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a830e757922f:0x8064ef3680238cb5!8m2!3d25.0177848!4d121.4823525!16s%2Fg%2F11g020z1w_!19sChIJL5JX5zCoQjQRtYwjgDbvZIA?authuser=0&hl=zh-TW&rclk=1,富貴綠地公園,4.2,(724),城市公園,·,,,,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKEq3v05YBc2xVEwszZlGZFuen5iEzp0cKkqyXR6QKvxHPiLOr-AQjXCubOKp5rNc_9re4UnVLaXTGz2deO32RA4b1nmO6wE9TN0-hd7iwlquRMnFtRZUWM36MnKzUi6uSD4Q8=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""人少時，是個不錯的",溜滑梯公園,"~""",,,,,
,,,,https://www.google.com/maps/place/%E8%B2%B4%E5%AD%90%E5%85%92%E7%AB%A5%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a7c097481a43:0xd436ad9f43e2b328!8m2!3d25.0418993!4d121.4235622!16s%2Fg%2F11cst0sld7!19sChIJQxpIl8CnQjQRKLPiQ5-tNtQ?authuser=0&hl=zh-TW&rclk=1,貴子兒童公園,4.4,"(1,043)",公園,·,,·,明志路三段74巷28弄24號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiHAsqVpBzlxz1lv7D2sHoQmjjfY0mB30B8Tozkt237l0leFcsqX5Gau9LwBx5D2UNG-rjDn0CKERDWQVwQVL0H1uXuR3YnzSlGwW_erU21_ZJ2UpH_8H6AIZU327TcMUEwkRK=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""好玩的磨石子",溜滑梯,"但速度頗快 要注意安全。""",,,,,
,,,,https://www.google.com/maps/place/%E8%88%88%E5%8C%96%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a89111a64569:0x77265f8b790fbdb0!8m2!3d25.064948!4d121.4608406!16s%2Fg%2F11h0z322f!19sChIJaUWmEZGoQjQRsL0PeYtfJnc?authuser=0&hl=zh-TW&rclk=1,興化公園,4.2,(582),公園,·,,·,五工三路50巷,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzK-cf4kZuVIENb3gB2WrqNQcgY1RKTH0UQ7sW0ogmLAcWLkrgxm5jqwunBvl-61hu7V5EsqwNHj9q4BszCcudgKLHNGqlQAgox4V5q-hDRRofSVkrrVbeO4fAV51n1FZyVd2_6=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""興化",公園,"又100多坪爭取到1000多坪。""",,,,,
,,,,https://www.google.com/maps/place/%E6%9D%B1%E9%99%BD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab63b6ac9bc9:0x8ae0a09227b2fde6!8m2!3d25.0578519!4d121.5980076!16s%2Fg%2F11c1nx2cbw!19sChIJyZustmOrQjQR5v2yJ5Kg4Io?authuser=0&hl=zh-TW&rclk=1,東陽公園,4.4,(417),公園,·,,·,重陽路187巷6號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8E6GQ6AF7QCagn-z9n103UIdIT-07B3zn4Fyt_uD9hB8j6LJRzNmHkUW2tH4b8gnFMzXFHreTVCS-Chsdz5XDn-u4bZpfawOXwFhGWCEGS8ogHXwvEb4wHz5cdokNKkIpwdtq=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",溜滑梯,"不錯，中間通道有點窄小，120公分小朋友有點卡。""",,,,,
